Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
TeliaSonera Finland Oyj51677,,FI14756079,51677,,
TeliaSonera Finland Oyj53723,,FI14756079,53723,,
TeliaSonera Finland Oyj53724,,FI14756079,53724,,
Telilän Sähkötyö Oy56231,,FI20249401,56231,,
Teljän Konttorikone Oy10901,,FI7009518,10901,,
Telog Oy53430,,FI23090344,53430,,
Temal Oy22159,,FI9609197,22159,,
TE-Matkat Ky52119,,FI10816652,52119,,
Temola Oy56595,,FI17115998,56595,,
TempNor Group Oy55745,,FI24342670,55745,,
Tempur Sealy Suomi Oy26021,,FI15418995,26021,,
Tenavat Myötätuulessa Oy35278,,FI22072793,35278,,
Teokem Räsänen Oy51682,,FI26079239,51682,,
Teollisuuden Voima Oyj13711,,FI1966560,13711,,
Teollisuustaiteen liitto Ornamo ry53026,,FI2024225,53026,,
TEQUILA\ PHS Oy32071,,FI19967828,32071,,
Terassi Media Oy51856,,FI23233632,51856,,
Terela Oy52398,,FI23040961,52398,,
TerhiTec Oy29175,,FI9064852,29175,,
Teri-Hus Ab20264,,FI10049465,20264,,
Termater Eristeet Oy55389,,FI25183077,55389,,
Termex-Eriste Oy25356,,FI7112312,25356,,
Tero J. Nieminen33894,,FI15222810,33894,,
Terrarahoitus Oy33419,,FI18538183,33419,,
Tertin Kartano Ky55324,,FI7812191,55324,,
Tervaväylän koulu50506,,FI20844278,50506,,
Terve Media Oy29000,,FI1085077,29000,,
Terve Media Oy55015,,FI1085077,55015,,
Terveyden ja hyvinvoinnin laitos32449,,FI22295006,32449,,
Terveysasema NeuvoSet Oy58039,,FI16355957,58039,,
Terveyskaista Oy56406,,FI21382335,56406,,
Terveystalo Healthcare Oy29374,,FI17065994,29374,,
Terveystalo Jyväskylä Puistokatu37829,,FI10938633,37829,,
Terveystalo Kuopio52070,,FI10938633,52070,,
Terveystalo Oulu36283,,FI10938633,36283,,
Terveystalo Turku Pulssi6193,,FI10938633,6193,,
Tervolahovi Oy53725,,FI22806312,53725,,
Tervolan Kurkiaura Oy52544,,FI20440441,52544,,
Tervon kunta27912,,FI1730814,27912,,
Teräs-Rengas Oy22771,,FI3574296,22771,,
Tetra Pak Oy1786,,FI1125198,1786,,
Teuvan kunta52650,,FI1827341,52650,,
Teuvo Jeskanen51761,,FI18396461,51761,,
Teveko Oy50534,,FI10165941,50534,,
Tevella Oy37879,,FI25757448,37879,,
Texmoda Fashion Group -osuuskunta1801,,FI10935440,1801,,
"TF Bank AB, filial Finland58007",,FI25943523,58007,,
TG Talent Gate Oy56225,,FI18925060,56225,,
TH Treatment Oy34756,,FI18132634,34756,,
The Family Inc. Advertising Network Oy29326,,FI18852519,29326,,
The Family Inc. Advertising Network Oy32004,,FI18852519,32004,,
The LittleBigMusic29508,,FI16157934,29508,,
"The Swatch Group (Nordic) AB, Suomen sivuliike6526",,FI17376995,6526,,
The Teddy Bear Daycare Oy26704,,FI16204040,26704,,
The Walt Disney Company Nordic AB34090,,FI10232411,34090,,
"The Walt Disney Company Nordic AB, filial i Finland18644",,FI10232411,18644,,
"The Walt Disney Company Nordic AB, filial i Finland37523",,FI10232411,37523,,
"The Walt Disney Company Nordic AB, filial i Finland33889",,FI10232411,33889,,
THE WOKERS OY54728,,FI24083904,54728,,
The Yellow Line Oy24197,,FI8630840,24197,,
Théa Nordic AB filial i Finland58194,,FI24269100,58194,,
there corporation oy51211,,FI22626346,51211,,
ThermiSol Oy33861,,FI23525547,33861,,
Think Digital Finland Oy57084,,FI24987102,57084,,
TH-Kumi Oy55213,,FI1334686,55213,,
Three Five Eight Oy 35837622,,FI21812040,37622,,
Three Plus Group Oy54548,,FI21626731,54548,,
Tibnor Oy32430,,FI3516344,32430,,
Ticket Finland Oy Ab52767,,FI22883465,52767,,
Tie- ja Pihapäällyste Oy54028,,FI2346929,54028,,
"Tiedekeskussäätiö, Finland53876",,FI6023596,53876,,
"Tiedekeskussäätiö, Finland53880",,FI6023596,53880,,
Tieliikenteen Tietokeskus TT Oy58238,,FI10226812,58238,,
Tieto Finland Oy27634,,FI19623611,27634,,
Tietojärjestelmäpalvelu Salokorpi Oy28035,,FI8459350,28035,,
"Tietoliikenteen ja Tietotekniikan Keskusliitto, FiCom ry16096",,FI15716562,16096,,
"Tietoliikenteen ja Tietotekniikan Keskusliitto, FiCom ry33511",,FI15716562,33511,,
Tietotalo Infocenter Oy32272,,FI10084658,32272,,
Tietotekniikan liitto ry29934,,FI5566580,29934,,
Tieturi Oy32536,,FI17436302,32536,,
Tiger Stores Oy55091,,FI24492994,55091,,
Tiilikaari Oy50895,,FI10137449,50895,,
Tiima Oy54353,,FI22079442,54353,,
Tiimatalot Ky37890,,FI5495284,37890,,
Tiimiakatemia Learning Network -osuuskunta35860,,FI25309485,35860,,
Tiituspohjan Palvari Oy57776,,FI16004137,57776,,
Tiketti Oy37974,,FI1161893,37974,,
Tikkurila Oyj1807,,FI1970674,1807,,
Tila Lkv Oy51266,,FI20922395,51266,,
Tilausohjelma Oy603,,FI1151329,603,,
Tilausravintola Kuninkaan Lohet Oy53851,,FI17572654,53851,,
Tili A. Marttila Ky53658,,FI9612265,53658,,
"Tili-, vero- ja lakiasiaintoimisto Eero Pesonen Oy51367",,FI5877928,51367,,
Tilitoimisto A. Karppinen Oy55034,,FI7918949,55034,,
Tilitoimisto Pulkkinen Oy57897,,FI23388239,57897,,
TILMA MEDIAT Oy25143,,FI17079114,25143,,
Timapuu Oy Marttila51796,,FI15808467,51796,,
Timba Oy14128,,FI7894828,14128,,
Timberwise Oy34139,,FI11091139,34139,,
Timcen Jewellery Ky55923,,FI3641380,55923,,
Timo Aukia Oy36647,,FI15485581,36647,,
Timo Ilmolahti Oy /K-Citymarket Ravattula27472,,FI15213420,27472,,
Timo Kyllinen Oy28799,,FI9507123,28799,,
Timo Teippi Ky36065,,FI5866065,36065,,
Timon Kulta Oy20445,,FI8986265,20445,,
Timosen Auto Oy / Joensuu11450,,FI1681207,11450,,
Timpan Keittiö28608,,FI12386203,28608,,
TINO'S GARAGE KY57202,,FI8354137,57202,,
Tintti-Sport Oy56157,,FI4151818,56157,,
Tiobic Oy55820,,FI9271093,55820,,
TITAANI KIVITALOT OY57083,,FI25624928,57083,,
Titaanit r.y.55450,,FI7208875,55450,,
Ti-Ti Nallen Talo Oy56385,,FI16567917,56385,,
Ti-Ti Tuotanto Oy52510,,FI7952362,52510,,
titiMadam Finland Oy54498,,FI23623569,54498,,
Tiura-Uistin Ky55809,,FI7721337,55809,,
Tivoli Sariola Ky23342,,FI4890987,23342,,
Tivoli Seiterä Oy27044,,FI9941157,27044,,
TJ Pennanen Oy14412,,FI8814295,14412,,
TJ-Center Oy55126,,FI18265103,55126,,
TK-Box Oy51104,,FI8591853,51104,,
TK-Investment Oy36106,,FI7239516,36106,,
TKM-Yhtiöt Oy7287,,FI3576734,7287,,
T-Magazines Oy54900,,FI23733661,54900,,
T-Magazines Oy53646,,FI23733661,53646,,
TMG-HOUSE OY54696,,FI20541891,54696,,
TM-Gold Oy20125,,FI16228288,20125,,
Tmi Aleksandran Kenkä34485,,FI20199686,34485,,
Tmi Antti Valkonen33147,,FI12358501,33147,,
TMI Arto Savikangas38265,,FI17129804,38265,,
Tmi Esko Takkunen56186,,FI12476997,56186,,
Tmi Hannu Muurikainen27320,,FI11671387,27320,,
Tmi Hevi Pizza55285,,FI15392633,55285,,
Tmi Huseyin Perkgöz57893,,FI22866155,57893,,
Tmi J. Saranki55743,,FI24561494,55743,,
Tmi Jaakko Laakso23343,,FI19288040,23343,,
Tmi Janne Autere37209,,FI12618377,37209,,
Tmi Jari Hänninen50993,,FI18688384,50993,,
Tmi Jari Puumala50239,,FI16701709,50239,,
Tmi JS Studio56612,,FI24739715,56612,,
Tmi Jukka Salmi34365,,FI17302291,34365,,
Tmi Jussi Laitinen51488,,FI18444857,51488,,
Tmi M. Vainionpää56271,,FI21985419,56271,,
Tmi Maija-Liisa Tervonen38023,,FI10031193,38023,,
Tmi Maikkulan Kartano26719,,FI15961701,26719,,
Tmi Mainostuuli53798,,FI10011408,53798,,
TMI MARCO ÄIJÄLÄ55960,,FI16080711,55960,,
Tmi Mikko Muotka55937,,FI24328668,55937,,
Tmi Nadja Jarrah-Aalto55231,,FI24549778,55231,,
Tmi Olli Korhonen28886,,FI16696364,28886,,
Tmi Pellava-Aitta30827,,FI20511596,30827,,
Tmi Pertti Parkkonen23056,,FI10120524,23056,,
Tmi Petri Niemenoja54400,,FI18253073,54400,,
Tmi Sauli Ahvenjärvi53389,,FI18575101,53389,,
TMI TAVES53404,,FI22804659,53404,,
Tmi Tuovi Vähä35670,,FI20034187,35670,,
TMK Tori- ja markkinakaupan palvelukeskus Oy56031,,FI9519220,56031,,
TMV Holding Oy32117,,FI10801178,32117,,
TNNet Oy31963,,FI7529118,31963,,
TNS Gallup Oy30618,,FI1143003,30618,,
Toast Post Production Oy27205,,FI17297912,27205,,
Tohmajärven kunta27976,,FI19197173,27976,,
Toimi Oy35634,,FI10489735,35634,,
Toimialapalvelu Clerical Oy2340,,FI6310982,2340,,
Toimihenkilökeskusjärjestö STTK ry32656,,FI2023062,32656,,
toiminimi Antti Ruonala34955,,FI25149856,34955,,
Toiminimi Eero Ylitalo53645,,FI24854350,53645,,
Toiminimi Harri Mäki53054,,FI20335983,53054,,
Toiminimi JAKOME53863,,FI18915022,53863,,
Toiminimi Mikko Tekoniemi11607,,FI17150398,11607,,
Toimisto Center Oy37098,,FI21119369,37098,,
Toimistopalvelu Pallari Oy29159,,FI6563488,29159,,
TOIMISTOPARTNERI OY55197,,FI17513443,55197,,
Toimistotarvike Juntunen Oy26818,,FI5808519,26818,,
Toimistotarvike Oy54754,,FI1552085,54754,,
Toinen Helsinki Oy33877,,FI19524189,33877,,
ToinenPHD Oy56475,,FI19524189,56475,,
Toivakan kunta36434,,FI1772010,36434,,
TOK Liiketoiminta Oy7296,,FI11070733,7296,,
Tokmanni Oy6442,,FI19284269,6442,,
Tokmanni Oy13234,,FI19284269,13234,,
TOKMANNI OY13810,,FI19284269,13810,,
Tokmanni Oy30661,,FI19284269,30661,,
Tokmanni Oy37007,,FI19284269,37007,,
Tom Allen Oy51314,,FI10164105,51314,,
Tom Mix Oy31979,,FI2805646,31979,,
Tommi O. Niskanen avoin yhtiö56019,,FI21740235,56019,,
Tonfisk Design Oy36268,,FI15650049,36268,,
Tooltechnic Oy34416,,FI17909894,34416,,
Toothpicks and Honey Oy52011,,FI21125988,52011,,
Top Form Oy19421,,FI7395877,19421,,
Top Pick Oy57260,,FI22176285,57260,,
Top Shot Ky35892,,FI8491131,35892,,
Topi-Kalustaja Oy2858,,FI26989339,2858,,
Toptester Oy56746,,FI17036376,56746,,
"TOP-TOY A/S, filial i Finland32967",,FI18492939,32967,,
"TOP-TOY A/S, filial i Finland54181",,FI18492939,54181,,
Tornio City Hotel & Restaurants Oy17591,,FI21144687,17591,,
Tornio City Hotel & Restaurants Oy53778,,FI21144687,53778,,
Tornion kaupunki4891,,FI1935246,4891,,
Tornion kaupunki14763,,FI1935246,14763,,
Tornion Kiinteistövälitys Oy51441,,FI6811891,51441,,
Tornion Kodit Oy37733,,FI19827577,37733,,
Tornion Laatulattiat Oy55706,,FI8717276,55706,,
Tornion Osuuspankki14788,,FI1934921,14788,,
Tornion Rajalla Kauppakeskuksen Yrittäjäyhdistys ry36821,,FI22562741,36821,,
Tornion Rajatähti Oy54416,,FI10888584,54416,,
Tornion Sairaskotisäätiö55555,,FI7267947,55555,,
Tornionlaakson Jaloste kommandiittiyhtiö37263,,FI2832767,37263,,
Torniotar Oy54640,,FI15991310,54640,,
Torppis Oy52104,,FI4296224,52104,,
"Toshiba TEC Nordic AB, filial i Finland13058",,FI18807128,13058,,
Tosiviihde Oy27536,,FI10836979,27536,,
Total Kiinteistöpalvelut Oy5746,,FI20786450,5746,,
Touch Worldwide Oy52572,,FI9779727,52572,,
Touhutalo Oy55955,,FI23252243,55955,,
Touring Camp Oy27050,,FI21434449,27050,,
TOVERI HKI Oy53587,,FI23240015,53587,,
Toycenter Oy13670,,FI2017316,13670,,
Toyota Auto Finland Oy1281,,FI10196705,1281,,
Toyota Auto Finland Oy7217,,FI10196705,7217,,
Toyota Auto Finland Oy10894,,FI10196705,10894,,
Toyota Autotalot Oy6016,,FI10196588,6016,,
Toyota Autotalot Oy10937,,FI10196588,10937,,
Toyota Material Handling Finland Oy53178,,FI19561158,53178,,
Toyota Tsusho Nordic Oy11789,,FI22249501,11789,,
Toyrock Oy58060,,FI26363248,58060,,
TP Asuntopalvelu Oy55431,,FI23813055,55431,,
TPL GROUP OY55751,,FI23488598,55751,,
TPS Salibandy ry23968,,FI14874091,23968,,
Track & Field Finland Oy34186,,FI15775423,34186,,
Track & Monitor Oy52798,,FI22411310,52798,,
Tracker Oy33297,,FI4205273,33297,,
Tradeari Oy29740,,FI18943955,29740,,
Tradecol Oy28851,,FI16440561,28851,,
Tradedoubler Oy34329,,FI15796224,34329,,
Tradenomiliitto ry34361,,FI14558419,34361,,
"Trader Osaühing EBS Education, sivuliike Suomessa54929",,FI24122205,54929,,
Trainer4You Oy53987,,FI19490556,53987,,
Trainers' House Oyj30690,,FI15644618,30690,,
Trainers' House Oyj33176,,FI15644618,33176,,
Trainers' House Oyj34177,,FI15644618,34177,,
Trainers' House Oyj8242,,FI15644618,8242,,
Training Camp Finland Oy51536,,FI22968047,51536,,
Tramix Oy55152,,FI24518234,55152,,
TRATTORIA D.O.C. OY56638,,FI24066514,56638,,
Travelbox Oy28883,,FI18407298,28883,,
Travelbox Oy29107,,FI18407298,29107,,
"Travellink AB, filial i Finland29513",,FI17282059,29513,,
Travelneer Oy55054,,FI19772545,55054,,
Treasury Wine Estates Finland Oy37499,,FI22145163,37499,,
Trendeal Oy58183,,FI8491983,58183,,
Trendi Fitness Oy51569,,FI9736110,51569,,
Trendsales Finland Oy55552,,FI22744780,55552,,
Tretorn Finland Oy50243,,FI17016666,50243,,
Triad Oy35259,,FI4594475,35259,,
Trimedia Oy55310,,FI20079481,55310,,
Triofloor Oy14524,,FI8100743,14524,,
Triumph International Oy1815,,FI1413210,1815,,
Tronica Oy50154,,FI19518459,50154,,
Trooppinen Eläintalo Tropicario Ky25184,,FI15757081,25184,,
Trooppinen Eläintalo Tropicario Ky36398,,FI15757081,36398,,
Tropical Zoo Oy8727,,FI9361275,8727,,
Trove huonekalu Oy56367,,FI25005983,56367,,
TRP Group Oy54094,,FI21881724,54094,,
Trust Creative Society Oy36841,,FI21927008,36841,,
Trust Kapital Group TKG Oy50989,,FI22059054,50989,,
"Tryg Garantiforsikring A/S, filial i Finland27511",,FI16433900,27511,,
TSJ Lenkola Oy52615,,FI26571901,52615,,
TS-tekniikka Oy27603,,FI9128887,27603,,
TSX Media57782,,FI23678113,57782,,
TS-Yhtymä Oy33129,,FI1419110,33129,,
TT Nyman33075,,FI17063833,33075,,
TT-Auto Oy55143,,FI22160371,55143,,
TTY-säätiö11371,,FI22861063,11371,,
Tuccabaja Company Oy54813,,FI15746454,54813,,
Tuholaistorjunta Taisto Eronen Oy51049,,FI9076271,51049,,
"Tukinainen ry, Tukinainen rf33763",,FI18689168,33763,,
Tukkatalo Oy56403,,FI5328363,56403,,
Tukkateekki Oy36249,,FI6136216,36249,,
Tukkunet Oy55872,,FI24253678,55872,,
Tukkura Oy2611,,FI6835949,2611,,
Tuko Logistics Osuuskunta3118,,FI8586755,3118,,
Tulevaisuuden Kasvupolut Oy57861,,FI6550679,57861,,
Tulikivi Oyj10965,,FI3500801,10965,,
Tulituote Oy38001,,FI21659410,38001,,
Tulkkipalvelut Sivupersoona Oy35491,,FI18574360,35491,,
Tullin Pultti Oy54937,,FI16007645,54937,,
Tulvari Oy51533,,FI5057751,51533,,
Tunne Productions Oy37323,,FI17040199,37323,,
TUNTO DESIGN Oy56501,,FI18914388,56501,,
Tunturi-Hellberg Oy Ltd1819,,FI1417473,1819,,
Tuohikorpi Oy51466,,FI16095817,51466,,
Tuokko Yhtiöt Oy53034,,FI6451072,53034,,
Tuorekartano Oy51960,,FI21715590,51960,,
Tuotanto Oy Säihky12360,,FI15053818,12360,,
Tuotanto Rinki Oy4967,,FI18722378,4967,,
Tuotantotalo Turpatalli Oy56705,,FI21880238,56705,,
Tuotantotalo VOIMA441,,FI1550901,441,,
Tuotantotehdas Sulkanen Oy58215,,FI24299043,58215,,
Tuotantoyhtiö Aranu Oy24384,,FI14496537,24384,,
Tuotantoyhtiö Energia OY37099,,FI20180387,37099,,
Tuotantoyhtiö Hermoryhmä Oy521,,FI21631610,521,,
Tuotantoyhtiö Hihhihhii Oy33984,,FI17276978,33984,,
Tuotantoyhtiö Traktori ky55577,,FI15661098,55577,,
Tuovilan Gummi Oy56352,,FI7632115,56352,,
Tuovirengas Ritva Tuovila Oy56029,,FI1915907,56029,,
Tupatalo Oy51749,,FI9565171,51749,,
Tupla-Luuta Oy53553,,FI8121325,53553,,
Turkin Suurlähetystö - Embassy of the Republic of Turkey35107,,FI10608810,35107,,
Turkin Suurlähetystö - Embassy of the Republic of Turkey35243,,FI10608810,35243,,
Turkin Suurlähetystö - Embassy of the Republic of Turkey11840,,FI10608810,11840,,
Turkisateljee Tiina Aaltonen-Suokorpi & Kni Oy13944,,FI6135686,13944,,
Turkisliike Mäki-Nevala Oy34225,,FI2115709,34225,,
Turkis-Studio Tuulaturkki54890,,FI10365951,54890,,
Turku 2011-säätiö52080,,FI21637166,52080,,
Turku Air Oy55375,,FI4843515,55375,,
Turku Karting Oy32908,,FI22003739,32908,,
Turku Touring Oy10024,,FI6243679,10024,,
Turkutalo Oy53757,,FI19083571,53757,,
Turner-Door Oy20610,,FI8270355,20610,,
Turris Suomi Oy38025,,FI9050266,38025,,
Turun aikuiskoulutussäätiö20957,,FI1422475,20957,,
Turun Fimex Oy50867,,FI10272931,50867,,
Turun Habita Oy37396,,FI18335255,37396,,
Turun Hammaskulma56407,,FI2242396,56407,,
Turun Hammasplussa Oy50176,,FI10668784,50176,,
Turun Hippos ry16331,,FI2825241,16331,,
Turun Huoneistomarkkinat Oy LKV33320,,FI16425126,33320,,
Turun Huoneistomarkkinat Oy LKV53086,,FI16425126,53086,,
Turun Kalustepiste Oy55483,,FI22501703,55483,,
Turun Kansallinen Kirjakauppa Oy5847,,FI1418046,5847,,
Turun Kauppahalliyhdistys ry.4291,,FI11093740,4291,,
Turun kauppakamari25622,,FI1422627,25622,,
Turun kauppakamari30477,,FI1422627,30477,,
Turun kaupunki8292,,FI1347057,8292,,
Turun kaupunki2569,,FI2048198,2569,,
Turun kaupunki18228,,FI2048198,18228,,
Turun kaupunki19713,,FI2048198,19713,,
Turun kaupunki22197,,FI2048198,22197,,
Turun kaupunki23736,,FI2048198,23736,,
Turun kaupunki26736,,FI2048198,26736,,
Turun kaupunki29301,,FI2048198,29301,,
Turun kaupunki37356,,FI2048198,37356,,
Turun kaupunki53025,,FI2048198,53025,,
Turun kaupunki51748,,FI2048198,51748,,
Turun kaupunki52521,,FI2048198,52521,,
Turun kaupunki56069,,FI2048198,56069,,
Turun kaupunki28315,,FI25281603,28315,,
Turun Keilailuliitto ry50747,,FI14687544,50747,,
Turun Kellariravintola Oy5890,,FI17129302,5890,,
Turun Kesäjuhlat Avoin yhtiö52270,,FI19667059,52270,,
Turun Kesäjuhlat Avoin yhtiö36756,,FI19667059,36756,,
Turun Kirjekuoritehdas Oy35920,,FI1418919,35920,,
Turun Kultaseppä Oy8113,,FI1418388,8113,,
Turun Kuningas Kebab Oy51253,,FI6193413,51253,,
Turun Liikemainonta55935,,FI16697965,55935,,
Turun Linja-autoilijain Osakeyhtiö58052,,FI1421202,58052,,
Turun Länsi-Vankkurit Oy51342,,FI9226241,51342,,
Turun Messukeskus Oy7294,,FI6462644,7294,,
Turun musiikkijuhlasäätiö4978,,FI7566234,4978,,
Turun Neuvonta- ja Kiinteistöpalvelu Oy51434,,FI7606021,51434,,
Turun Nuori Teatteri - Åbo Unga Teater ry53083,,FI9986611,53083,,
Turun Nuori Teatteri - Åbo Unga Teater ry53084,,FI9986611,53084,,
Turun Ortopedinen Kuntotalo Apex Oy53038,,FI10612342,53038,,
TURUN OSUUSKAUPPA28074,,FI1421229,28074,,
Turun Pukumyynti Oy19996,,FI7446339,19996,,
Turun Reunakivi- ja Laatta-asennus Oy50379,,FI5986008,50379,,
Turun Sanomat Oy30479,,FI1419110,30479,,
Turun Seudun Mobilistit Ry28118,,FI6228348,28118,,
Turun Seudun Osuuspankki7300,,FI1421261,7300,,
Turun Seudun Vuokravälitys Oy19481,,FI9770968,19481,,
Turun Seudun Vuokravälitys Oy53088,,FI9770968,53088,,
Turun Silmälaser Oy21141,,FI10744038,21141,,
Turun Slalomseura ry23916,,FI10820344,23916,,
Turun Sähkötukku Oy14554,,FI9068343,14554,,
Turun Takkauunit Oy50885,,FI22703399,50885,,
Turun Tapetti ja Matto Oy17862,,FI1419284,17862,,
Turun Tietokeskus Oy16341,,FI2046870,16341,,
Turun Tietokuva Oy/Visicom354,,FI4615918,354,,
Turun Tyylikaluste Oy6029,,FI2061771,6029,,
Turun Työväen Teatterin kannatusyhdistys ry17524,,FI2766544,17524,,
Turun Urheiluliitto ry26226,,FI2231814,26226,,
Turun Uunisepät Oy7351,,FI9208510,7351,,
Turun Valaisinvalmiste Simo Mäkinen56143,,FI15328914,56143,,
Turun VII Aura-apteekki55718,,FI15762358,55718,,
Turun VV-Auto Oy36788,,FI19001900,36788,,
Turun Yrittäjät Ry11888,,FI14918170,11888,,
Turvakerroin Oy52358,,FI22360840,52358,,
Turvallisuus- ja kemikaalivirasto Tukes17963,,FI10212779,17963,,
Turvallisuus- ja kemikaalivirasto Tukes20039,,FI10212779,20039,,
Turvallisuus- ja kemikaalivirasto Tukes20040,,FI10212779,20040,,
Turvatiimi Oyj36113,,FI6677610,36113,,
TurvaTuote Saitseff Oy54233,,FI21684771,54233,,
Turvaykköset Oy33298,,FI21273630,33298,,
Tutkimus- ja Analysointikeskus TAK Oy53883,,FI8760258,53883,,
TuTo Hockey Oy36608,,FI15989747,36608,,
TuTo Hockey Oy55774,,FI15989747,55774,,
Tutoris Oy54161,,FI18445593,54161,,
Tuulosrievä Oy52207,,FI10652862,52207,,
Tuurin Lehti Oy35038,,FI10489452,35038,,
Tuusmotor Oy34587,,FI20078243,34587,,
Tuusniemen kunta sivistystoimi27919,,FI1731286,27919,,
Tuusniemen Osuuspankki27011,,FI1731104,27011,,
Tuusulan kunta32614,,FI1316613,32614,,
Twisted Films Oy33872,,FI20252125,33872,,
Twisted Films Oy55409,,FI20252125,55409,,
TV-Kodinkone Sipilä Oy7197,,FI14748343,7197,,
TV-Kodinkone Sipilä Oy25629,,FI14748343,25629,,
TV-Kone Mäntynen Oy13957,,FI5114701,13957,,
TV-Luksi Oy51814,,FI02988075,51814,,
TV-ohjelma- ja Videotuotanto Bluefield Visio-Video Oy26631,,FI15076067,26631,,
TV-Production Heiner H.Boeck949,,FI10293775,949,,
TVT Asunnot Oy54925,,FI8721099,54925,,
Tv-Tuotanto Kuvapäät Oy399,,FI7913523,399,,
Tykkimiehet ry30633,,FI2806569,30633,,
Tykkimäen vapaa-aikakeskus Oy7110,,FI15865146,7110,,
Tykkimäen vapaa-aikakeskus Oy53881,,FI15865146,53881,,
TYRE FIX FINLAND OY55415,,FI23654410,55415,,
Tyry Oy56586,,FI9988473,56586,,
Tyry Oy56598,,FI9988473,56598,,
Tyyli-Kotka Oy37980,,FI10565806,37980,,
Työ- ja elinkeinoministeriö2785,,FI21603070,2785,,
Työ- ja elinkeinoministeriö21908,,FI21603070,21908,,
Työ- ja elinkeinoministeriö29018,,FI21603070,29018,,
Työ- ja elinkeinoministeriö30037,,FI21603070,30037,,
Työ- ja elinkeinoministeriö30215,,FI21603070,30215,,
Työ- ja elinkeinoministeriö30216,,FI21603070,30216,,
Työ- ja elinkeinoministeriö30647,,FI21603070,30647,,
Työeläkevakuuttajat TELA ry29176,,FI2024911,29176,,
Työkalutukku Oy55544,,FI1419719,55544,,
Työtehoseura ry34852,,FI2024962,34852,,
Työterveyslaitos35519,,FI2202669,35519,,
Työttömyyskassa Nomit32190,,FI2152147,32190,,
Työväen Musiikkitapahtuma ry7321,,FI8692734,7321,,
Tähtipyörä Oy23548,,FI6470425,23548,,
Tärppi Matkat Oy53298,,FI9209513,53298,,
Töysäläinen Oy21234,,FI5595365,21234,,
Töölö Gym Oy34999,,FI8371172,34999,,
UB Omaisuudenhoito Oy35057,,FI10710698,35057,,
Uber Finland Oy57849,,FI26363627,57849,,
UCB Pharma Oy Finland13873,,FI1144612,13873,,
UDG Oy27609,,FI22492034,27609,,
Uimonen Trading Oy55161,,FI22042498,55161,,
Uistinkauppa Lahtinen53159,,FI22689822,53159,,
Uittokalusto Tampere54846,,FI1082378,54846,,
UK-Visio Oy35386,,FI6916888,35386,,
U-landshjälp från Folk till Folk i Finland rf35005,,FI7831181,35005,,
Ulcona Oy55022,,FI24191112,55022,,
Ulkoasiainministeriö14768,,FI2459739,14768,,
Ulkoiluaitta Oy34624,,FI1419794,34624,,
Ullanlinnan Asunnot Oy37660,,FI18911363,37660,,
Ullanlinnan Kodit Oy37658,,FI15328404,37658,,
ULVILAN KAIHDIN OY13191,,FI3662771,13191,,
UMO-säätiö55885,,FI22022999,55885,,
Undo Oy28517,,FI17508572,28517,,
Unico Finland Oy34806,,FI9668074,34806,,
Uniflex Suomi Oy53675,,FI23854949,53675,,
Unijukka Oy38118,,FI22472914,38118,,
Unikulma Kuopio55011,,FI20800435,55011,,
Unikulma Oy35110,,FI20800435,35110,,
Unikulma Oy13876,,FI20800435,13876,,
Unilever Finland Oy1438,,FI1419073,1438,,
Unilever Finland Oy1557,,FI1419073,1557,,
Unilever Finland Oy1689,,FI1419073,1689,,
Unilever Finland Oy14239,,FI1419073,14239,,
Unilever Finland Oy26571,,FI1419073,26571,,
Unilever Finland Oy29524,,FI1419073,29524,,
Unilever Finland Oy35155,,FI1419073,35155,,
Unilever Ingman Production Oy14566,,FI19643380,14566,,
Unilever Ingman Production Oy34328,,FI19643380,34328,,
Uninova Oy26233,,FI22595279,26233,,
Union Brand Ltd Oy52793,,FI18014304,52793,,
UNIQ-Entertainment agency Oy35744,,FI17005174,35744,,
United Parcel Service Finland Oy14035,,FI6346192,14035,,
Universal Music Oy3115,,FI8609101,3115,,
Universal Music Oy1591,,FI8609101,1591,,
Universal Pictures Finland Oy26035,,FI15893550,26035,,
Universum Communications Sweden Aktiebolag Finland Filial54202,,FI20395871,54202,,
